text,label
pp000000117 367000400078 fermo 0040 door fcabinet charc grey 200,42
oc02 back mesh parts of office chairsch9996 num,38
ordinery furniture dining table nw  aprx 22kgspcs mo ironglass wo ornamentsub,41
furniture  dining chair partical board metal pu,42
insole size 43  use in footwear for captive consumption ,27
5653732 maniglia 730 l346 int 128 730 handle w 196 int 128  furniture fittings for modular kitchen,46
furniture outdoor sofa with tea tabelmade of rattaniron 220 kgsown consumptionnot for sale,45
furnitureminimal double bed headbh305 footbh305harware18196000000,42
socket box  model dxxh,40
furniture and accsstone workto trail model cemtp1l06pi06,40
0367002 body 40 modal 29 polyester 21 acrylic 10 wool woman knitted rsp item meant for retail sale,16
811910210034  aluminium gas tap fhob  components for gas cookers  6600 pcs per pcs euro 11000,32
172930 v5069 1000 bracelet silver brandbottega,31
coffee table mdfglass 342 kgs,41
dinning chairsmodelc426made of rubber woodfoampu,42
dual burner with 129 mm 3 injector  300 pcs per pcs 865 usd,32
gp264346 10 g114 ss gapstep adju elem balsapvc inf  5pcs  pvc foam 70  balsa wood 30pvc foam sheet raw,5
baby sandal nonleather ub,19
necklace with charm in silver paltedpurity925net wt7 grmjewelrysample,31
modular furniture  rugiano piroghina chaie longue 220x85h75100leather 555011 cat cas per inv,41
11101poleski footwear ladies low cutlaced sneaker brand call it spring,19
foc  pno5jx3103250 qty3 seat asmrr2lh  automotive parts testing and evaluation purpose,33
coffeemate 15x400g,3
96 viscose 4 elastane knitted one piece garment 3001711851 for womens brand next,16
parts of footwear mould counter rm123m 14 48mm 850 prs,26
modular furniture door 50 h755 without holes as per inv,41
boys shoes unbranded assorted size,23
ladies shoe uppers,26
dining chair pisang 8 k  table,41
article no addaroadies8 accessoriesupper sample valuefor custom purpose only,26
decoration box mdf 10 kgs,41
ec 60 white teflon textile cable parts of gas stove unbranded,32
unit soles  c561s16  unit soles   made out of rubberethyl vinyl acetate  size 355  80 prs,26
plastic hookaccsa9ss  accasf3ss6500 pcs,6
agglomerated premium marble slabs crystal polar white artificial stone thickness  20mm,30
footwearother than sport shoes ladies shoes 2b rsp item28 art noaa618c3 made of leather,25
eva sole c506s25colorblacksize13252134 prsinsoles,26
cellfood dropper 29ml bottle unblister   animal feed supplements for large animals  other animals  not for medica,4
unit soles sole ff11011192 prs,27
unit solessize355rubber outsoles994 prs,27
3v0885031a gjg rear seat automotive parts for captive consumption,33
decoration board  parts mdf,43
household furnituredinning table wooden 210 kgs,41
5 layer shoe rack,45
11654050 k n i t t e d sweatshirt article for man of comp 87cotton 13polyester brandzara cooportugal,14
base unit with extractable basket,41
3027111101 freedom lower arm casting subassembly parts for chair,38
bar stool fresno bar chair grey w525xd48xh89 1105 cm made of bentwood fabric steel jy1995 1,42
puffee ls1223 sizedia1200h320 wooden mdf  puleatherartificialnet wt 23 kgs,35
24088screendevide tackable fabric screen size 670wx456h with special cutout to slot  office furniture,40
linen solid strap top 100 rayon knitted for women,12
chair covers tree branch pattern seat qty1042 pcs,42
1244748 pvc sandal footwear brand baby deer,25
hvp ovpl 175 x 2000kgs flavour substance,4
radiance dining chair grey mrprs 5625 grwt 255700 kgs chrome plated frame with seat and back cover in gre,36
stone  sample 11416 basaltina stonecm 30x30x3,29
nut 0228616 made of iron 6x16,42
basket a 103rattan,9
item code 00185765 womens knitted top 100 rayonbrand forever21,12
side table chestnut burlhigh gloss black puhartford wooden furniture,41
9900414vm000m  knithenley blu for retail sale,11
ordinery furniture table nw  aprx 71kgspcs mo artificial marblemdf wo ornamentsub,41
122018131220182612201839122018421220185512201868122018711220188412201897 womens hi topstonessneakers upper,20
silver chains 50 pcs 009 kd br 7,31
4844583 executive lamp house hold type furnitureactual user,41
56462030 k n i t t e d sweater article for woman of comp 83viscose 15nylon 2elastane brand  zara co,15
servetto amira base black table  t6274 furniture,41
footwear200861040 crocs freesail clog w sil,19
diwan gsf511 made of mdffabric 201x70x108,42
womens footwear glee 197 brand qupid,22
furniture  armless chair  30892c 830006387001,34
shoe upper knitted cut piece 1 prs  each 8 usd,26
crab extract 506346 t food flavouring extracts and sauces  material is to be used in final product for export purpo,4
4231406 polo shirt 96 viscose 3 wool 1 other fibres k ni t t e d tr no1507ct412 to 413 dt07072015,11
nongshim snack  honey  1285g,4
 thermacol  packing mfz65218603,5
cloth hanger 145x40,39
hammock spreader bar drilled with pu coated 89670 m322 holes 254mmx381mmx1524mm6080pcsunit priceusd 1840pcs,8
gloves mix material  stacooler llh pearl 18 hd 14 coindia 30 six,7
moroccan pouf grey hide,47
foc  pno5jx3103230 qty8 seat asmrrlh  automotiveparts testing and evaluation purpose,33
gomme galbanum gum galbanum 68 drums,0
wooden furniturewash table,42
womens footwear46560300640265005turquoise40,17
orthopedic footwearfrank black 8 12 wide 6210w085,20
gum benzamin,0
melbourne end table rubber wood napoli 9912 ntwt377kgs,42
wooden furniture  simple spacer size 720x50x25 model 001 30 firenze acc,42
insole for shoes unit price usd 083 x 6230 prs,26
cfc 0071306 003 top woman,16
house hold items plastic artificial flower for pursoanl use and not for sale,41
decorative showcase  retail product display acrylic box with led lights colorblack sample for testing  r  d purpose,40
dainite size 10 black studded sole 191d295344 rubber soles,27
store fixturesf08642 lounge area bar metal,40
ls57closing panel h 955 l 400 p 20 particle boardaluminum 135kgsparts for furniture,46
lifestyle shoes ajc5019bgw art no 1120005 size 6 to 10 ,22
6535103 ankle boot 100 cow leather 0 0 l e a t h e r,21
polyester umbrella straight 2716 160t 10 12000 pcs,28
kwt21 writing table with 2 drawers 120cmx60cmx76cm20 pcswo ornaments  decorations,40
r2548 travel cot with basinette  metal frame textile covered  polyester woven mothercare brand,39
front partition 600  1000  made of wood   netqty 1pcs  19 kgs ,42
empty aluminium driver box,48
matress 180x200x24own use,47
seat cushion 0017 wood bead,47
furnituresunny safari set of two chairs,43
7568238 sweater 49 polyester 49 viscose 2 elastane k n it t e d,15
woven wood shade for interior blinds 220 152m x 198m 3 roll,8
 8880139 jm8831 big coffee table  made of wooden   unbranded  wet  200 kgs,42
68725550 k n i t t e d blouse article for woman of comp 95viscose 5elastane  cooportugal,12
sun saver 504 200 mic plastic sheet for agriculture purpose 5400 sqm 1 rolls,5
furniturecurtain girl living room for personal use and not for sale,41
gf3290sndr track  field flip flop womens footwear 100 pvc superdry brand,19
furniture lshape worksurface in mfc flat edge cw scallopsize l1500600 w1350600 x thk 25mmright,40
18661030 s e v e r a l flip flop article for girl of comp 100styrene butadiene rubber brand  zara rs packin,17
visitor chair j016cpusc,42
casset 3 cass zocdistscr,41
kby04 knock down yelena bed 200cm x 185cmisfta cert nocoisfta16990 dt01022016,41
2 pcs small burenr of 53802704 hfh0270404 spare parts for gas hob,32
f288155142 l19t brail snowwooden blinds and slats88400ftaifta no vnin160600824,8
2504596 cheetos crunchy flemingo hot 210gm  10 cas200 untnot meant for domestic sale only for duty free shop,2
shoe rack metal ss plastic,41
hs100 flame spreader 100mm burnerspare parts for gasstove,32
article noamsupermodel5 accessoriesupper,26
center table marble only,40
serving trolley 06045079mm d6008sc,42
2 pcs tube 3 for valve of 53801554 hfh0155432 spare parts for gas hob,32
skechers brand womens sports shoe style no 13799bkw rsp item size 610,24
girls sandal pvcno rsp,25
parts for luminaires  series 50 reflector 40 material al puralux t08 mm surface treatment metallised alunova,48
408680  19 x 58 x 2200 mm stick on skirting 19 x 58 mm 22 moak tobacco grey veneered oiled 286 lfmeur 296lfm,8
168 umbrella polyester 150t 10,28
gm236xl rp6 gloves whiteblack xl,7
flavour kpkid 001 coffee flavour for production of sugar candy532jerry cancaptive consumption,3
mezzadro sgabello  stainless steel footrest in beech woodand seat painted black,37
00171376 womens knitted top 95 rayon 5 spandex  elastane forever 21 brand,12
kids canvas shoes size 3137 unbranded,22
429211 azm30 1060 genuine calf skin leather upper and rubbersole mans shoe brand gucci packed in rs packing with,22
spl001 presley corner sofa set with out side rackisfta conocoisfta165748 dt29062016,35
dining set 14redblack p87 mdfcompressed woodchairpuspongemdfhardware,41
excutive chairs oc97,42
felix sofa03 seater  psfe003a rubber woodfoamfabric,42
solid wooden square table,42
table top 24in 610mm round wd co malaysia wooden actual user not for retail sale,42
part of massage bed  1 pcs made of synthetic rattan furniture  actual user  net wt 02 kgs ,44
solid wooden cupboard jam,42
dusty study tablestudy desk sd11particle board skdsize 1000x520x1021 grwt3540 kgspaper laminated,42
ia casein choc  4 lb nutrition supplements,4
doormetal,41
textile upper plastic sole men shoes 1001058311 brand next,21
leather sandals heel 3002581683for womensbrandnext,22
furniture chair model no158 made of woodfabricsponge,41
rope rattan bread basket dia 23 h7 160 pcs  205usd,9
pab set aste h78 shelf depth l0120 l120 rif design paf78a mdf,45
65 polyester 35 cotton knit men casual sweatshirt,11
damar batu coo no 0001469pta2016 dt 02082016,0
88 polyester 12 linen knitted pullover 3001709425for womensbrand next,15
v69627 brand reebok reebok zprint run sport shoesoutersolerubber uppertextile,23
coated silica granucol  granucol sigsil white 29 0 106 mm,29
sweet biscuits x digestive 20 x 400g mrp per pcs 176 315 cases mcvities brand,1
1295103 shoes 100 polyurethane 0 0 s e v e r a l,19
1 seater sofa  miller item nor7022a51 ntwt896 kgsframeplywoodwebbingfillerfoamfiber fills springupholestr,34
bed  pboard 220 kgs,42
chair cushion and metal,42
lens protect film of turbo v7 sturbo v707 spare parts of mobile phone,5
stone light brown travertine facade panels for constructionmaterrialgs1526a214,29
8830451e00 hookcushrr seat actual user certificate no 160034297184701910,38
bathroom cabinet made of pvc  model no gx002 10 sets,43
unisex knitted jumpsuit 100polyester,16
eyelashes table top wooden furniture qty  1 pc for store purpose not for sale,43
decorative office furnitureside table mdfglass plastic 500 x 605 dfk73h,41
sofa setl shapemdfmspusponge 150 kg,35
footwear viz plastic slippers470000233640943lds eva sandalmibt36412800prs,17
exhibition goods  kent boringer 2 in 1 coffee 12 gr qty 20 unit up 005 usd,3
garden chair mspvc rattan furniture tntwt28 kgs,44
maze side table aluminium,40
barker black solessl0046 7x40 8x20 9x20 10x10 13x15 for shoes material 105 pairs,26
68731040 k n i t t e d sweater article for woman of comp 52polyester 21acrylic 21nylon wool 6brand  za,15
up cabinet 308 sqmfor hotel use,45
furniture chair made of pu nt wt 355 kgs,41
g4181 sfn007 chaise  net wt  370 kgs   made of normal foam wood frame fabric ,35
children umbrella,28
furniture upholstered armchair rattan dim 75x805x605 cm grwt 52 kgs,44
961206802 polo birel art tg xl,14
channel wooden,42
item code 00140973 womens knitted lingerie 96 polyester 4 spandex brand forever21,16
541036 tops and others 52 polyester 42 viscose 6 elastane k n i t t e d,16
occa 5501 tabletopwalnut8247x43x59cm,42
ladies leather sandal  laura palited sandal,22
dressing stoolwood 8 kgs,41
mdf bed room set bed panel  side tables dresser  wardrobe  book case with side table  fitting  spares 1800000 kg,42
casual shoes stylemj9025a size611 colorblue brand mastharbour,19
heels mg0441 12x18 14x4 16x2 radhika  24 pairs for shoes material,27
queenwood bedroom furniture,41
gloves mix material  tropicool mlh asst 23 a hd 14  cothailand 48 six,7
glass chaton 888 ss135 for ladies footwear,26
silver chains 102 pcs 724 kc br 12 700,31
55 cotton 38 nylon 7 viscose knitted pullover 3002559666 for womens brand next,14
locks for wardrobe gancio dx art8721 zama nich supporto liscio resina nera  gancio  copertura zama nich vscod,41
fireplace item no va258 total net weight 9000 kgs,41
plastic sole textile slipper 1000945279 for mens brand next,24
chlidren table ca07,41
831568402 nike flex train aver textile 100 polyestersynthetic plastic mens cross training low top mens mens,23
camera stand ub 60 kgs apprx,42
812948419 as cricket solid polo ss 16100 polyester knittedmensmens cricket auth replindiasizes2xl4xlprom,11
k0023132pf2000 leather sofa,35
bar stoolsmodela114made of ironplywoodfoampu,42
umbrellazoo umbrella giraffe,28
side table 450400500,44
08120190 jet 066mm  spare part for home appliances svb order nosvbcusreview02hks 2013dtd 02042013,32
724620687 fpf m ss hm stadium jsy 100 polyester knitted jersey mens sizes s2xl,11
chair height adjuster  furniture parts,46
pillow 60x40x13cmmade ofpolyurethane1000002861261total1300pcsusd1187pcs gel pillow,47
shoe upper knitted cut piece 1 prs  each 780 usd,26
footbed rf1381 recycled foam footbed meterial use forfootwear 257 prs,26
smf6sy006favor d boldmenshoescompositionsynthetic upperbrandkeneth cole,24
glass top of 2 burner square black tempered glassbrandonix,32
spare part for built in hobs enameled pan support 38kw ncv,32
assafoetida raw form sheer as per inv no mtgtsrjicd259394,0
office chair parts backrest with mesh bwk230b made of ppnylonmsmesh 10 pcs,38
acrylic diffuser sheets size 21x21 parts for led light,5
umbrella long 22  16 kathi,28
eva kids slipper size 3035 unbranded,19
household furniture 3l dust bin stainless steel model no7003 net wt2000 kgs,44
modular furnitureplinth a mlh12 lqmagnolia matas per inv,41
furniture milan bar table made of mdf nt wt 25 kgs,41
furniture sofa made of mdfpu nt wt 510 kgs,41
unit soles 2719 prs for use in mfr of shoes,27
cafeteria table 55 kgs rattan,44
sgc0032 grace sofa 03 seater 102 seater 1nw10330kgspcswo ornaments  decorations,34
snacks cs tc exotic med 125 oz terra,2
nescafe gold decaf eden jar 12 x 100g in 1152 ctn aiftacert no 001150894513 dt281215,3
outdoor ozen coffee tablesteelqty 1nos  usd 255nosfurniture,39
ll 1411 fb motion 11  insole 330 pairs,27
outdoor tablechair13 rattanfurniture net wt 3990 kgs,44
